"fips","county","state","predicted.lm","predicted.slm","predicted.grf","predicted.grf.augmented","predicted.grf.fonly","date.y","days_from_start.y","log_rolled_cases.y"
33005,"Cheshire","New Hampshire",3.76497324253705,3.6807017555961,3.62107166513757,3.58973627058619,3.60567040089208,"2020-04-29",99,3.61477155888329
33005,"Cheshire","New Hampshire",3.7702229444764,3.69658680478689,3.642343245628,3.63772181916453,3.62663779868095,"2020-04-30",100,3.63381960145921
33005,"Cheshire","New Hampshire",3.77429923979685,3.70885886554403,3.6820520861852,3.69395357674524,3.67186536115315,"2020-05-01",101,3.6525118469801
33005,"Cheshire","New Hampshire",3.78064433828858,3.71835693645346,3.69642038641807,3.71330668218706,3.69832859380335,"2020-05-02",102,3.66721803032546
33005,"Cheshire","New Hampshire",3.78728399341564,3.72314083652472,3.72869767121612,3.74602679641749,3.73697087108128,"2020-05-03",103,3.68171107254899
33005,"Cheshire","New Hampshire",3.80400779563028,3.73725494887735,3.77022432857097,3.77086543771069,3.75796632765579,"2020-05-04",104,3.68887945411394
33005,"Cheshire","New Hampshire",3.83658287957195,3.7756972894625,3.79943785681181,3.79299999121885,3.80526261061971,"2020-05-05",105,3.69244459145281
33005,"Cheshire","New Hampshire",3.85624622041189,3.79185994094765,3.81202529422452,3.82347004697638,3.83188001352359,"2020-05-06",106,3.69599681549982
33005,"Cheshire","New Hampshire",3.86642962221473,3.80907133277851,3.84539156894605,3.86304571836955,3.85960516037345,"2020-05-07",107,3.69953671325223
33005,"Cheshire","New Hampshire",3.86724121732685,3.81971510602342,3.90079228947213,3.87048701120439,3.88584790766752,"2020-05-08",108,3.71008159183447
33005,"Cheshire","New Hampshire",3.85869279355868,3.83103865612994,3.93560438685038,3.90477653547192,3.92307830919405,"2020-05-09",109,3.72051643525089
33005,"Cheshire","New Hampshire",3.84098630513804,3.82775960420863,3.92643844018014,3.92759383905432,3.91828842671767,"2020-05-10",110,3.73084375595269
33005,"Cheshire","New Hampshire",3.81501212699376,3.7985999811654,3.94773478175405,3.9545526734088,3.96667352690358,"2020-05-11",111,3.74106527508111
33005,"Cheshire","New Hampshire",3.79460017531872,3.78191937960268,3.97627126974321,3.9753757591021,3.98111230385576,"2020-05-12",112,3.75118337100714
33005,"Cheshire","New Hampshire",3.77610397135995,3.7726141563057,3.97889881192638,3.98020230017693,3.97486708811608,"2020-05-13",113,3.76451693454472
33005,"Cheshire","New Hampshire",3.75738753490653,3.75777322269044,3.96014147414608,3.97526806346001,3.98946504066797,"2020-05-14",114,3.77767505093628
33005,"Cheshire","New Hampshire",3.75203808390375,3.75031886374092,3.97801343193441,3.96464479438778,3.96700397905237,"2020-05-15",115,3.79066205164968
33005,"Cheshire","New Hampshire",3.75770684104551,3.74378589269238,3.95935509498366,3.98095825116892,3.97506329764244,"2020-05-16",116,3.80348277315867
33005,"Cheshire","New Hampshire",3.77551468299636,3.75266377131413,3.95734307547135,3.96037046000778,3.95459864818697,"2020-05-17",117,3.81614120227832
33005,"Cheshire","New Hampshire",3.79740347325676,3.77078558307534,3.96498832007325,3.955620187431,3.96301734958192,"2020-05-18",118,3.83174223608685
33005,"Cheshire","New Hampshire",3.81752447766046,3.7912008476838,3.93700591852423,3.96214150769918,3.96239335040322,"2020-05-19",119,3.84710339835322
33005,"Cheshire","New Hampshire",3.83742524743655,3.81550925375214,3.98968634713904,3.97060097998277,3.95274753591656,"2020-05-20",120,3.85922478974069
33005,"Cheshire","New Hampshire",3.8533835559966,3.8288664933733,3.98653272998618,3.93731137198245,3.95447643340024,"2020-05-21",121,3.87417284064423
33005,"Cheshire","New Hampshire",3.87076294585578,3.84370486843839,4.00359479817121,3.94027168937125,3.98044361449466,"2020-05-22",122,3.88597241620474
33005,"Cheshire","New Hampshire",3.88834784629155,3.85975374228505,3.9722641792316,3.95757952082474,3.95693654428619,"2020-05-23",123,3.89763418101952
33005,"Cheshire","New Hampshire",3.90495084516501,3.87675028233314,3.97295011978528,3.97067834223725,3.99099643554939,"2020-05-24",124,3.91202300542815
33005,"Cheshire","New Hampshire",3.92317653599764,3.89643001304991,4.01400479545885,3.98968569977505,4.00540150148303,"2020-05-25",125,3.92902052561694
33005,"Cheshire","New Hampshire",3.94067941827085,3.91163147336782,3.99073910599194,4.03747628605073,3.99954869010356,"2020-05-26",126,3.9429678369784
33005,"Cheshire","New Hampshire",3.95578713343928,3.92621992569678,4.06265987924199,4.04378170227247,4.02418885954047,"2020-05-27",127,3.95672310237884
33005,"Cheshire","New Hampshire",3.97213939749545,3.94211549296439,4.0144930612344,4.04990001761209,4.05990907093417,"2020-05-28",128,3.97029191355212
33005,"Cheshire","New Hampshire",3.98505379361091,3.95718107499153,4.05294724304305,4.05562332695116,4.05695899258834,"2020-05-29",129,3.9863349853423
33005,"Cheshire","New Hampshire",3.99457327302908,3.9714286757802,4.07747197923739,4.05007433648909,4.05876443751587,"2020-05-30",130,4.00212491845431
33005,"Cheshire","New Hampshire",4.00421451671839,3.98050757816094,4.0784633450742,4.07167395268341,4.07778066897742,"2020-05-31",131,4.01509516479476
33005,"Cheshire","New Hampshire",4.02031057726584,3.99191578154972,4.07219480949352,4.06780627342876,4.09090140084103,"2020-06-01",132,4.02279735977916
33005,"Cheshire","New Hampshire",4.0383504782625,4.00962675442418,4.0654802691792,4.05459878953978,4.06348149226291,"2020-06-02",133,4.03044068410049
33005,"Cheshire","New Hampshire",4.05444054809174,4.02194799163822,4.05396058985326,4.07886069403869,4.06579542594375,"2020-06-03",134,4.03802620719862
33005,"Cheshire","New Hampshire",4.07140512813661,4.04018938568932,4.05719998100023,4.07094924886231,4.05803016864868,"2020-06-04",135,4.04305126783455
