"fips","date.x","county","state","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","log_rolled_cases","lm_mse","grf_mse"
39001,"2020-07-11","Adams","Ohio",0.0183872312573369,-1.16905952358467,3.16571231281835,0.0222303455201958,28.1628094763177,3.35316286263706,"2020-07-18",3.3722098447889,0.0426412307099311,0.000362787529092637
39003,"2020-07-11","Allen","Ohio",0.0172961451616155,-163.583169371736,5.78699906608695,0.0192369747662097,-130.079104718274,5.94574693822811,"2020-07-18",5.99716256822262,0.0441686976299296,0.00264356700773184
39005,"2020-07-11","Ashland","Ohio",0.0186027747996005,-49.7544755918822,4.1066457954397,0.0205837981802413,-28.7492551125999,4.27626873933323,"2020-07-18",4.43251603459627,0.106191412767965,0.0244132172770174
39007,"2020-07-11","Ashtabula","Ohio",0.00561757554054477,-910.982767968495,6.07811993263074,0.00823097526388462,-568.238454358741,6.15050123405017,"2020-07-18",6.12217947722293,0.00194124346967101,0.000802121909781317
39009,"2020-07-11","Athens","Ohio",0.116497970483255,134.257514659435,4.28042497268661,0.0609909662051266,103.093919482076,4.62958519163229,"2020-07-18",5.38318358719128,1.21607656186427,0.567910541789078
39011,"2020-07-11","Auglaize","Ohio",0.0104912699797464,-274.57140841711,4.67460994095973,0.0118445081163417,-223.950384629907,4.77274910123195,"2020-07-18",4.74741351921463,0.00530036100671766,0.000641891716156382
39013,"2020-07-11","Belmont","Ohio",0.00627521562105256,-835.506089071437,6.3160427328256,0.00826732941901392,-593.578583597124,6.38716165267261,"2020-07-18",6.35088571671474,0.00121403352629895,0.00131594352961982
39015,"2020-07-11","Brown","Ohio",0.0137546426000995,-123.885451693849,4.05604399601782,0.0159749866070003,-83.2471524987232,4.18939474889107,"2020-07-18",4.16111273868694,0.0110394406860707,0.000799872101186508
39017,"2020-07-11","Butler","Ohio",0.0219589900071645,-166.244266881476,7.40554348642385,0.0215637495030774,-172.379771876265,7.57706538118825,"2020-07-18",7.58962481963242,0.0338859372358462,0.000157739494032947
39019,"2020-07-11","Carroll","Ohio",0.021533462703061,-19.1854546191535,4.09535139370624,0.0222337692379891,-13.2738456169257,4.27497231394747,"2020-07-18",4.30599373411057,0.0443701955710168,0.000962328508935963
39021,"2020-07-11","Champaign","Ohio",0.0233385374575355,10.0687979636812,3.75589888681084,0.0247662721083984,19.2020948900441,3.95759840030519,"2020-07-18",4.11087386417331,0.126007234553484,0.0234933678239881
39023,"2020-07-11","Clark","Ohio",0.00743916841844032,-723.316153873649,6.65296848799786,0.00859806648532157,-603.111917432578,6.72465026504764,"2020-07-18",6.73747521722499,0.00714138728466784,0.00016447939835144
39025,"2020-07-11","Clermont","Ohio",0.0270830119481159,-52.2354845878693,6.0458892963367,0.0275450642870726,-48.5327759689449,6.26740494148067,"2020-07-18",6.31251231340356,0.0710878332298379,0.00203467500179013
39027,"2020-07-11","Clinton","Ohio",0.0182855848964257,-61.192460447098,4.24577494781539,0.0200203291160616,-41.2898072117487,4.41027444129297,"2020-07-18",4.55987391107292,0.0986581587194536,0.0223800013584404
39029,"2020-07-11","Columbiana","Ohio",0.0108688997848313,-489.722149271647,7.18132282605191,0.0117496121642931,-440.383976471255,7.27752150431491,"2020-07-18",7.25417784645652,0.00530785399815616,0.000544926362209516
39031,"2020-07-11","Coshocton","Ohio",0.0651875244388045,97.7682650821357,4.77379550965433,0.0578251410888601,88.7625949243799,5.21799067999035,"2020-07-18",5.03602452810108,0.068764058115542,0.0331116804333918
39033,"2020-07-11","Crawford","Ohio",0.00253003778498305,-1770.67370507283,4.91250783994229,0.0057602797419022,-683.226472551433,4.96666568276981,"2020-07-18",4.96882074366325,0.00317114312548566,4.64428745442952e-06
39035,"2020-07-11","Cuyahoga","Ohio",0.024479112912201,-196.682236280817,9.00053497772869,0.0231805780118047,-217.139097993839,9.18273326457214,"2020-07-18",9.18864967768847,0.0353871403409559,3.50039441630772e-05
39037,"2020-07-11","Darke","Ohio",0.00900981741916294,-442.359832474661,5.52626010284506,0.0108230170696888,-340.021378452875,5.61737723852889,"2020-07-18",5.5667073956192,0.00163598349275689,0.00256743298049254
39039,"2020-07-11","Defiance","Ohio",0.0149221335340485,-93.3832530477852,3.94516220614519,0.0172793407886185,-57.6577522033761,4.08928995059056,"2020-07-18",4.1061790198691,0.0259264143018028,0.000285240661095449
39041,"2020-07-11","Delaware","Ohio",0.0283112830472856,-55.1570769135835,6.4027970176472,0.0285776341545963,-53.072533813495,6.63208396865225,"2020-07-18",6.69862029082212,0.0875114089519231,0.00442708216789304
39043,"2020-07-11","Erie","Ohio",0.0144385067207238,-211.102742872971,5.51699302097838,0.015536592011161,-184.273423556419,5.64403097029376,"2020-07-18",5.76474317444589,0.0613801385431751,0.0145714362312651
39045,"2020-07-11","Fairfield","Ohio",0.0273665244045961,-62.0604048449451,6.37805325693425,0.0284183959313577,-53.5264986511964,6.60803010320201,"2020-07-18",6.65378426387267,0.0760275881872765,0.00209344321867612
39047,"2020-07-11","Fayette","Ohio",0.0102186658728784,-207.979998614525,3.87266997834574,0.011491657360682,-166.275323777597,3.9677857159507,"2020-07-18",4.05797691805123,0.0343386619030145,0.00813445293633785
39049,"2020-07-11","Franklin","Ohio",0.0220919941447248,-248.846065145015,9.27523681286943,0.0206237977392491,-278.556693635093,9.43655670376974,"2020-07-18",9.46189921482986,0.034842852305635,0.000642242866832247
