"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days"
1001,"Autauga","Alabama",512,"2021-06-16",4.85425991924688,573.651802203549,-0.0728883870553022,3.98348171228212,4.36666545225013,4.34404120985976,-9.50970667020025
1003,"Baldwin","Alabama",512,"2021-06-16",5.59524230608099,699.087146385222,-0.0291286658757479,5.24569831557202,5.38840619995195,5.39134164495075,-23.7960496892187
1009,"Blount","Alabama",512,"2021-06-16",4.64026150579937,618.579442597106,-0.0415870647656355,4.14121672861174,4.34811108206863,4.34915205243992,-16.6673744460251
1013,"Butler","Alabama",512,"2021-06-16",3.55942138687705,598.037939428129,-0.0395033295833276,3.12226177081645,3.28324065875763,3.28289807979376,-17.5465508318187
1015,"Calhoun","Alabama",512,"2021-06-16",4.64850331069446,-43.5556405995187,0.00844329431559823,4.74982284248164,4.70504542762824,4.70760637090365,82.0943999641725
1017,"Chambers","Alabama",512,"2021-06-16",4.43759648582869,603.023159506116,-0.046352678169127,3.89469847134024,4.11620851833085,4.1131277386448,-14.9537676772604
1021,"Chilton","Alabama",512,"2021-06-16",4.08717607274349,604.602432875826,-0.0420449253771864,3.59914790236972,3.79307647901588,3.79286159510319,-16.4858701577348
1027,"Clay","Alabama",512,"2021-06-16",3.03769647265303,362.980122856427,0.0211623425187576,3.30174607984676,3.18623322135465,3.18583287028433,32.7538021816613
1029,"Cleburne","Alabama",512,"2021-06-16",3.29583686600433,431.175211346532,0.0423600650396513,3.72026375945453,3.58035617710265,3.59235732128189,16.3632227644391
1031,"Coffee","Alabama",512,"2021-06-16",3.28519846779927,149.592332642605,0.0091365863237445,3.37512504146393,3.34753836661297,3.34915457206548,75.8650064694917
1033,"Colbert","Alabama",512,"2021-06-16",4.19827548507033,370.973087805333,0.0307838280322948,4.55683500915224,4.40515370761803,4.41376228129639,22.5166012437692
1035,"Conecuh","Alabama",512,"2021-06-16",3.00991690854595,755.389641964693,-0.0121458284212361,2.8711480318606,2.91275028117606,2.9248961095973,-57.06874463565
1039,"Covington","Alabama",512,"2021-06-16",4.52023457518231,646.56242403993,-0.0323886218391351,4.13157111311269,4.29476791688746,4.29351422230836,-21.4009470363576
1043,"Cullman","Alabama",512,"2021-06-16",4.76461296039711,853.899792225162,-0.0137348394757889,4.59979488668765,4.66201583016207,4.66846908406659,-50.4663474066655
