"date","county","state","fips","cases","deaths","datetime","days_from_start","logcases","rolled_cases","log_rolled_cases","t0","r","r.sigma","r.grf","r.sigma.grf","t0.grf"
"2020-03-19","Gallatin","Montana",30031,2,0,2020-03-19,58,0.693147180559945,1.28571428571429,0.251314428280909,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
"2020-03-19","Lewis and Clark","Montana",30049,3,0,2020-03-19,58,1.09861228866811,1.28571428571429,0.251314428280909,-5.33564235877631,0.102067258360755,0.00613854524305814,0.101172454344521,0.00414056182307334,52.1101450763534
"2020-03-19","Silver Bow","Montana",30093,1,0,2020-03-19,58,0,1,0,-6.04425440325025,0.107904271433699,0.00924184302718349,0.109253569073953,0.00523367187399351,56.2000361887685
"2020-03-19","Yellowstone","Montana",30111,5,0,2020-03-19,58,1.6094379124341,2.71428571428571,0.998528830111126,-5.63337343505567,0.120017970446274,0.00617037842588387,0.119874838007705,0.00551240133716514,46.9090188180761
"2020-03-20","Gallatin","Montana",30031,2,0,2020-03-20,59,0.693147180559945,1.42857142857143,0.356674943938733,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
"2020-03-20","Lewis and Clark","Montana",30049,3,0,2020-03-20,59,1.09861228866811,1.57142857142857,0.451985123743056,-5.33564235877631,0.102067258360755,0.00613854524305814,0.101172454344521,0.00414056182307334,52.1101450763534
"2020-03-20","Missoula","Montana",30063,4,0,2020-03-20,59,1.38629436111989,2.71428571428571,0.998528830111126,-4.73475089960476,0.0988968615625051,0.00262926291216772,0.0987928957063378,0.00370141417725687,47.8507822560517
"2020-03-20","Silver Bow","Montana",30093,1,0,2020-03-20,59,0,1,0,-6.04425440325025,0.107904271433699,0.00924184302718349,0.109253569073953,0.00523367187399351,56.2000361887685
"2020-03-20","Yellowstone","Montana",30111,5,0,2020-03-20,59,1.6094379124341,3.28571428571429,1.18958406687384,-5.63337343505567,0.120017970446274,0.00617037842588387,0.119874838007705,0.00551240133716514,46.9090188180761
"2020-03-21","Gallatin","Montana",30031,7,0,2020-03-21,60,1.94591014905531,2.28571428571429,0.82667857318447,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
"2020-03-21","Lewis and Clark","Montana",30049,3,0,2020-03-21,60,1.09861228866811,1.85714285714286,0.619039208406225,-5.33564235877631,0.102067258360755,0.00613854524305814,0.101172454344521,0.00414056182307334,52.1101450763534
"2020-03-21","Missoula","Montana",30063,4,0,2020-03-21,60,1.38629436111989,3,1.09861228866811,-4.73475089960476,0.0988968615625051,0.00262926291216772,0.0987928957063378,0.00370141417725687,47.8507822560517
"2020-03-21","Silver Bow","Montana",30093,1,0,2020-03-21,60,0,1,0,-6.04425440325025,0.107904271433699,0.00924184302718349,0.109253569073953,0.00523367187399351,56.2000361887685
"2020-03-21","Yellowstone","Montana",30111,5,0,2020-03-21,60,1.6094379124341,3.85714285714286,1.34992671694902,-5.63337343505567,0.120017970446274,0.00617037842588387,0.119874838007705,0.00551240133716514,46.9090188180761
"2020-03-22","Gallatin","Montana",30031,10,0,2020-03-22,61,2.30258509299405,3.57142857142857,1.27296567581289,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
"2020-03-22","Lewis and Clark","Montana",30049,3,0,2020-03-22,61,1.09861228866811,2.14285714285714,0.762140052046895,-5.33564235877631,0.102067258360755,0.00613854524305814,0.101172454344521,0.00414056182307334,52.1101450763534
"2020-03-22","Missoula","Montana",30063,4,0,2020-03-22,61,1.38629436111989,3.28571428571429,1.18958406687384,-4.73475089960476,0.0988968615625051,0.00262926291216772,0.0987928957063378,0.00370141417725687,47.8507822560517
"2020-03-22","Silver Bow","Montana",30093,2,0,2020-03-22,61,0.693147180559945,1.14285714285714,0.13353139262452,-6.04425440325025,0.107904271433699,0.00924184302718349,0.109253569073953,0.00523367187399351,56.2000361887685
"2020-03-22","Yellowstone","Montana",30111,6,0,2020-03-22,61,1.79175946922805,4.57142857142857,1.51982575374441,-5.63337343505567,0.120017970446274,0.00617037842588387,0.119874838007705,0.00551240133716514,46.9090188180761
"2020-03-23","Gallatin","Montana",30031,16,0,2020-03-23,62,2.77258872223978,5.71428571428571,1.74296930505862,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
"2020-03-23","Lewis and Clark","Montana",30049,3,0,2020-03-23,62,1.09861228866811,2.42857142857143,0.887303195000903,-5.33564235877631,0.102067258360755,0.00613854524305814,0.101172454344521,0.00414056182307334,52.1101450763534
"2020-03-23","Missoula","Montana",30063,6,0,2020-03-23,62,1.79175946922805,3.85714285714286,1.34992671694902,-4.73475089960476,0.0988968615625051,0.00262926291216772,0.0987928957063378,0.00370141417725687,47.8507822560517
"2020-03-23","Silver Bow","Montana",30093,2,0,2020-03-23,62,0.693147180559945,1.28571428571429,0.251314428280909,-6.04425440325025,0.107904271433699,0.00924184302718349,0.109253569073953,0.00523367187399351,56.2000361887685
"2020-03-23","Yellowstone","Montana",30111,7,0,2020-03-23,62,1.94591014905531,5.14285714285714,1.6376087894008,-5.63337343505567,0.120017970446274,0.00617037842588387,0.119874838007705,0.00551240133716514,46.9090188180761
"2020-03-24","Gallatin","Montana",30031,19,0,2020-03-24,63,2.94443897916644,8.28571428571429,2.11453286149111,-8.87885134469103,0.174169151587232,0.013927432245678,0.151876690740371,0.0101810661371072,48.0395417426918
